class,app,p,pf,qf,vf
14,40,0.0074316,0.57728,0.093635,0.81395
14,40,0.0074563,0.5784,0.10702,0.81297
14,40,0.0074695,0.57916,0.1111,0.81256
14,40,0.0074893,0.57992,0.11022,0.81268
14,40,0.0074417,0.57915,0.11057,0.81359
14,40,0.0074265,0.57756,0.10984,0.81498
14,40,0.0074465,0.57703,0.11277,0.81524
14,40,0.0074635,0.57832,0.10985,0.8145
14,40,0.0074497,0.5781,0.11006,0.81398
14,40,0.0074381,0.57924,0.10945,0.81351
14,40,0.0074052,0.57948,0.10902,0.81307
14,40,0.0074383,0.57984,0.11023,0.81317
14,40,0.0073879,0.57584,0.11425,0.81577
14,40,0.0074418,0.58019,0.113,0.81269
14,40,0.0074747,0.57963,0.1123,0.8133
14,40,0.0074719,0.57903,0.1126,0.8141
14,40,0.0074223,0.5804,0.11413,0.81242
14,40,0.0074353,0.58235,0.11183,0.81175
14,40,0.0074488,0.58243,0.11557,0.81095
14,40,0.0074637,0.58323,0.11178,0.81091
14,40,0.0074917,0.5857,0.11736,0.80877
14,40,0.0074602,0.5841,0.11912,0.80977
14,40,0.0074224,0.58493,0.11439,0.80919
14,40,0.0074604,0.59077,0.11907,0.80451
14,40,0.0074518,0.59173,0.11929,0.80442
14,40,0.0074338,0.59331,0.12029,0.80313
14,40,0.0074748,0.5961,0.12083,0.80079
14,40,0.0074712,0.58368,0.11253,0.80982
14,40,0.0074507,0.58342,0.11464,0.80967
14,40,0.0074481,0.58208,0.11289,0.81068
14,40,0.0074201,0.58203,0.11154,0.81093
14,40,0.0074496,0.58319,0.10986,0.81019
14,40,0.007452,0.58327,0.11103,0.81002
14,40,0.0074399,0.58193,0.1074,0.81177
14,40,0.0073594,0.57787,0.10766,0.81467
14,40,0.0074587,0.58343,0.11035,0.81074
14,40,0.0073908,0.58188,0.11128,0.81129
14,40,0.0074167,0.58058,0.11059,0.81276
14,40,0.0074291,0.58213,0.11007,0.811
14,40,0.0074124,0.58322,0.11275,0.81059
14,40,0.0074235,0.58335,0.11529,0.81045
14,40,0.0074426,0.58185,0.11153,0.81087
14,40,0.0074187,0.58115,0.11405,0.81171
14,40,0.0074092,0.58166,0.11705,0.81103
14,40,0.007383,0.57948,0.11612,0.81301
14,40,0.0074335,0.58081,0.11434,0.81175
14,40,0.007447,0.58035,0.11318,0.81271
14,40,0.0074464,0.57874,0.11381,0.81342
14,40,0.0074198,0.57762,0.11168,0.81432
14,40,0.0074212,0.57863,0.11425,0.81295
14,40,0.0074301,0.57779,0.11277,0.81386
14,40,0.0074181,0.57436,0.10944,0.81633
14,40,0.0074234,0.57479,0.11287,0.81636
14,40,0.0073272,0.57375,0.11556,0.81696
14,40,0.0074422,0.5733,0.11214,0.81713
14,40,0.0074483,0.57434,0.11105,0.81674
14,40,0.0074552,0.57554,0.11451,0.81574
14,40,0.0074366,0.57458,0.11471,0.81623
14,40,0.0074333,0.57446,0.11261,0.81689
14,40,0.0074194,0.57468,0.1131,0.81621
14,40,0.0074135,0.5742,0.11239,0.81679
14,40,0.0074065,0.57772,0.11549,0.81506
14,40,0.0074142,0.57516,0.11649,0.81695
14,40,0.0074362,0.57646,0.11674,0.81548
14,40,0.0074475,0.57629,0.11663,0.81491
14,40,0.0074219,0.57553,0.1168,0.81598
14,40,0.0074307,0.57325,0.11593,0.81757
14,40,0.0074377,0.57274,0.11757,0.81693
14,40,0.0074123,0.57412,0.11851,0.81644
14,40,0.0074097,0.57357,0.11571,0.81712
14,40,0.0074073,0.57376,0.11471,0.81646
14,40,0.0074252,0.57313,0.11425,0.81687
14,40,0.007394,0.57284,0.11701,0.8168
14,40,0.007366,0.57228,0.11658,0.81753
14,40,0.0073689,0.57291,0.11672,0.81706
14,40,0.0073782,0.57423,0.11629,0.81661
18,45,0.62495,0.99963,0.02703,0.0042689
18,45,0.62503,0.99966,0.025962,0.0037626
18,45,0.62517,0.99966,0.025519,0.003957
18,45,0.62465,0.99967,0.025521,0.003779
18,45,0.62401,0.99967,0.025208,0.0039981
18,45,0.62367,0.99968,0.02495,0.0038055
18,45,0.62405,0.99969,0.024524,0.0038459
18,45,0.63104,0.99971,0.023991,0.0036971
18,45,0.63076,0.99973,0.022877,0.0036364
18,45,0.63083,0.99975,0.022076,0.0033388
18,45,0.63056,0.99975,0.021874,0.0035304
18,45,0.63061,0.99976,0.021528,0.0033629
18,45,0.6318,0.99976,0.021667,0.003237
18,45,0.63178,0.99976,0.021407,0.0032976
18,45,0.63185,0.99976,0.02162,0.0031955
18,45,0.63191,0.99976,0.021412,0.0034879
18,45,0.63116,0.99976,0.021644,0.0032309
18,45,0.63123,0.99976,0.021408,0.0033298
18,45,0.63188,0.99977,0.021539,0.0032159
18,45,0.63145,0.99976,0.021261,0.0032988
18,45,0.63194,0.99977,0.021383,0.0031285
18,45,0.63097,0.99976,0.021161,0.0032691
18,45,0.63078,0.99977,0.021404,0.0030271
18,45,0.6309,0.99977,0.021057,0.0032886
18,45,0.63133,0.99977,0.021325,0.0030338
18,45,0.62959,0.99977,0.021062,0.0032668
18,45,0.62914,0.99977,0.021265,0.0031449
18,45,0.62914,0.99977,0.021081,0.0032478
18,45,0.62904,0.99977,0.021145,0.0031441
18,45,0.62803,0.99977,0.02111,0.0032133
18,45,0.62861,0.99977,0.021156,0.0031886
18,45,0.62921,0.99977,0.021013,0.0032387
18,45,0.6288,0.99978,0.020994,0.0031501
18,45,0.62853,0.99977,0.02097,0.0032755
18,45,0.62759,0.99978,0.0209,0.0032239
18,45,0.62787,0.99977,0.021175,0.0032598
18,45,0.62766,0.99977,0.020847,0.0032866
18,45,0.62754,0.99977,0.021046,0.0033825
18,45,0.62723,0.99977,0.020725,0.0033319
18,45,0.62723,0.99978,0.021151,0.0033293
18,45,0.62706,0.99977,0.020822,0.0032187
18,45,0.6277,0.99978,0.020965,0.0033788
18,45,0.61965,0.99977,0.020785,0.0032944
18,45,0.62232,0.99978,0.020894,0.0033284
18,45,0.62271,0.99977,0.02079,0.0034584
18,45,0.62235,0.99978,0.020832,0.0032256
18,45,0.6225,0.99978,0.020976,0.0032913
18,45,0.62172,0.99978,0.020694,0.0032275
18,45,0.61792,0.99978,0.020873,0.0033559
18,45,0.61795,0.99977,0.020848,0.0032377
18,45,0.61554,0.99978,0.020836,0.0033454
18,45,0.6157,0.99978,0.020626,0.0032354
18,45,0.61625,0.99978,0.020855,0.0033066
18,45,0.6156,0.99978,0.020648,0.0032551
18,45,0.61583,0.99978,0.020789,0.0032107
18,45,0.61603,0.99978,0.02067,0.0032094
18,45,0.61498,0.99978,0.020574,0.0032153
18,45,0.61466,0.99978,0.020713,0.0031755
18,45,0.61496,0.99978,0.020612,0.0031621
18,45,0.61543,0.99978,0.020727,0.0031217
18,45,0.61432,0.99978,0.020484,0.003196
18,45,0.61437,0.99978,0.020741,0.0031378
18,45,0.61284,0.99978,0.020546,0.0032892
18,45,0.6135,0.99978,0.020692,0.0032954
18,45,0.61387,0.99978,0.020409,0.0031889
18,45,0.61402,0.99979,0.020516,0.0033438
18,45,0.61398,0.99978,0.020476,0.0031458
18,45,0.61414,0.99979,0.020568,0.0033923
18,45,0.61684,0.99978,0.020525,0.0031468
18,45,0.62018,0.99979,0.02043,0.0031926
18,45,0.62021,0.99978,0.020461,0.0030755
18,45,0.62084,0.99979,0.020335,0.003201
18,45,0.62032,0.99979,0.020521,0.0031128
18,45,0.62085,0.99979,0.020278,0.0030928
18,45,0.61973,0.99979,0.020484,0.0031975
18,45,0.6201,0.99979,0.020183,0.0030628
18,45,0.62046,0.99979,0.020376,0.0031003
18,45,0.62012,0.99979,0.020146,0.0030083
18,45,0.6193,0.99979,0.020324,0.0031633
18,45,0.61983,0.99979,0.020282,0.0028951
18,45,0.61977,0.99979,0.020209,0.0030579
18,45,0.61981,0.99979,0.020245,0.002917
18,45,0.61999,0.99979,0.020139,0.0030304
18,45,0.61992,0.99979,0.02028,0.0028674
18,45,0.61897,0.99979,0.020093,0.0030306
18,45,0.6185,0.99979,0.020255,0.0028721
18,45,0.61827,0.99979,0.019928,0.0030664
18,45,0.61917,0.99979,0.020221,0.0028771
18,45,0.61948,0.99979,0.019933,0.0029991
18,45,0.61972,0.9998,0.020086,0.0028692
18,45,0.61891,0.99979,0.019979,0.0029248
18,45,0.61857,0.9998,0.020081,0.0028579
18,45,0.61911,0.99979,0.020007,0.0030152
18,45,0.61948,0.9998,0.020016,0.0028161
18,45,0.61995,0.99979,0.020095,0.0029453
18,45,0.61857,0.9998,0.019947,0.0028948
18,45,0.61835,0.99979,0.020052,0.0029011
18,45,0.61818,0.9998,0.019959,0.0027733
18,45,0.61619,0.9998,0.02006,0.0028488
18,45,0.61735,0.9998,0.019904,0.002844
18,45,0.6211,0.99979,0.019975,0.0028648
18,45,0.62034,0.9998,0.019965,0.0029169
18,45,0.62096,0.9998,0.019848,0.0028889
18,45,0.62034,0.9998,0.019843,0.0027754
18,45,0.62126,0.9998,0.020069,0.0028028
18,45,0.62066,0.9998,0.01974,0.0027463
18,45,0.62215,0.9998,0.019894,0.0027826
18,45,0.62056,0.9998,0.019752,0.0029233
18,45,0.62777,0.9998,0.020014,0.002733
18,45,0.62734,0.9998,0.019728,0.0026855
18,45,0.62589,0.9998,0.019951,0.0027464
18,45,0.62495,0.9998,0.019752,0.0027239
18,45,0.62564,0.9998,0.019832,0.0028727
18,45,0.62477,0.9998,0.01977,0.002659
18,45,0.62564,0.9998,0.019794,0.0026877
18,45,0.62453,0.9998,0.01976,0.0027462
18,45,0.62528,0.9998,0.01977,0.0025746
18,45,0.62429,0.9998,0.019735,0.0027726
18,45,0.62441,0.9998,0.019848,0.0025453
18,45,0.62308,0.9998,0.019772,0.0027859
18,45,0.6223,0.9998,0.01979,0.002671
18,45,0.62292,0.9998,0.019965,0.0027252
18,45,0.62273,0.9998,0.019729,0.0026985
18,45,0.62229,0.99979,0.020112,0.0051583
18,45,0.62205,0.9998,0.019627,0.0027542
18,45,0.62254,0.9998,0.019862,0.0028067
18,45,0.62209,0.9998,0.019507,0.0027571
18,45,0.62192,0.9998,0.019888,0.0029568
18,45,0.62243,0.9998,0.019651,0.0027891
18,45,0.62191,0.9998,0.019843,0.0029183
18,45,0.62185,0.9998,0.019617,0.0029547
18,45,0.61915,0.9998,0.019682,0.0028123
18,45,0.61946,0.9998,0.019736,0.0029177
18,45,0.61929,0.9998,0.01962,0.0027689
18,45,0.61969,0.9998,0.019803,0.0029406
18,45,0.61807,0.9998,0.019501,0.0029136
18,45,0.61878,0.9998,0.019752,0.0029256
18,45,0.61945,0.9998,0.019584,0.0027228
18,45,0.61998,0.9998,0.019784,0.0028992
18,45,0.619,0.9998,0.019489,0.0027043
18,45,0.61993,0.9998,0.019694,0.0028392
18,45,0.61897,0.9998,0.019523,0.0028602
18,45,0.61945,0.9998,0.01974,0.0027341
18,45,0.61967,0.9998,0.0195,0.002729
18,45,0.61962,0.99981,0.019699,0.002702
18,45,0.62005,0.9998,0.019529,0.0026723
18,45,0.61865,0.9998,0.019661,0.0028648
18,45,0.61914,0.9998,0.019609,0.0026056
18,45,0.61934,0.99981,0.019476,0.0027386
18,45,0.619,0.9998,0.019635,0.0025186
18,45,0.61921,0.99981,0.019462,0.0027045
18,45,0.61939,0.9998,0.019634,0.0024751
18,45,0.61934,0.99981,0.0194,0.0025709
18,45,0.61942,0.9998,0.019575,0.0025348
18,45,0.61924,0.99981,0.019405,0.0025403
18,45,0.6197,0.9998,0.019573,0.0026358
18,45,0.61869,0.99981,0.019396,0.0026054
18,45,0.61935,0.9998,0.019554,0.0025716
18,45,0.61852,0.99981,0.019493,0.0025463
18,45,0.61797,0.9998,0.019383,0.0026205
18,45,0.61833,0.99981,0.019413,0.0026366
18,45,0.61907,0.9998,0.019679,0.0025355
18,45,0.61843,0.99981,0.019337,0.0027251
18,45,0.61821,0.99981,0.019603,0.0025606
18,45,0.6178,0.99981,0.019367,0.0028531
18,45,0.6193,0.99981,0.019529,0.0025989
18,45,0.61913,0.99981,0.019361,0.0027507
18,45,0.61965,0.99981,0.019556,0.0026188
18,45,0.6193,0.99981,0.01937,0.0027352
18,45,0.61943,0.99981,0.019486,0.0026335
18,45,0.61916,0.99981,0.019108,0.0029195
18,45,0.6205,0.99981,0.019606,0.0026209
18,45,0.62037,0.99981,0.019315,0.0026592
18,45,0.62088,0.99981,0.019556,0.0026177
18,45,0.61993,0.99981,0.019366,0.0026347
18,45,0.61983,0.99981,0.01946,0.002833
18,45,0.62028,0.99981,0.019274,0.0026415
18,45,0.62011,0.99981,0.019534,0.0026645
18,45,0.62055,0.9998,0.019303,0.0026437
18,45,0.6198,0.99981,0.019433,0.0026353
18,45,0.61975,0.99981,0.019369,0.0026143
18,45,0.61936,0.99981,0.019367,0.0026205
18,45,0.61936,0.99981,0.019405,0.0025753
18,45,0.61919,0.99981,0.01934,0.0026538
18,45,0.61997,0.99981,0.019503,0.0024856
18,45,0.61833,0.99981,0.019286,0.0026655
18,45,0.619,0.99981,0.019485,0.0025211
18,45,0.61925,0.99981,0.019234,0.0026421
18,45,0.61986,0.99981,0.019449,0.0025317
18,45,0.61861,0.99981,0.019226,0.0026896
18,45,0.61998,0.99981,0.019526,0.0025491
18,45,0.61846,0.99981,0.019202,0.0027085
18,45,0.61898,0.99981,0.019389,0.0026236
18,45,0.61915,0.99981,0.019217,0.0027603
18,45,0.61843,0.99981,0.019297,0.0026328
18,45,0.61901,0.99981,0.019433,0.0027677
18,45,0.61935,0.99981,0.019269,0.002637
18,45,0.61867,0.99981,0.019413,0.0027874
18,45,0.61857,0.9998,0.019253,0.0056563
18,45,0.61943,0.99981,0.019273,0.0027164
18,45,0.61922,0.99981,0.019198,0.002702
18,45,0.61867,0.99981,0.019451,0.0026789
18,45,0.61876,0.99981,0.01924,0.0026895
18,45,0.61939,0.99981,0.019194,0.0026577
18,45,0.61949,0.99981,0.01924,0.0028551
18,45,0.61938,0.99981,0.019361,0.0025495
18,45,0.61904,0.99981,0.019232,0.0027337
18,45,0.61899,0.99981,0.019362,0.0025656
18,45,0.61876,0.99981,0.019124,0.0027423
18,45,0.61822,0.99981,0.019471,0.0026442
18,45,0.63302,0.99981,0.019014,0.002933
18,45,0.63382,0.99981,0.01931,0.002974
18,45,0.63278,0.99981,0.019101,0.00285
18,45,0.63289,0.99981,0.019139,0.0030063
18,45,0.63319,0.99981,0.019277,0.0028226
18,45,0.63334,0.99981,0.0192,0.0029541
18,45,0.63273,0.99981,0.019385,0.0027891
18,45,0.63298,0.99981,0.019119,0.0029223
18,45,0.63285,0.99981,0.019421,0.0028434
18,45,0.63233,0.99981,0.01913,0.0028636
18,45,0.6325,0.99981,0.019321,0.0027917
18,45,0.63173,0.99981,0.019034,0.0028602
18,45,0.6328,0.99981,0.019306,0.0028568
18,45,0.63205,0.99981,0.019004,0.0028896
18,45,0.63252,0.99981,0.019243,0.0026451
18,45,0.63315,0.99981,0.019016,0.0027658
18,45,0.63312,0.99981,0.019487,0.0028255
18,45,0.63161,0.99981,0.019024,0.0027282
18,45,0.63196,0.99981,0.0193,0.0026997
18,45,0.63144,0.99981,0.019002,0.0026584
18,45,0.63123,0.99982,0.019306,0.002678
18,45,0.6313,0.99981,0.018954,0.0026729
18,45,0.62999,0.99982,0.019113,0.0026558
18,45,0.62982,0.99981,0.01899,0.0027482
18,45,0.63006,0.99982,0.019103,0.0026557
18,45,0.63014,0.99981,0.01904,0.0027641
18,45,0.62966,0.99982,0.019106,0.0026605
18,45,0.63025,0.99981,0.019108,0.0027101
18,45,0.62974,0.99982,0.018778,0.0027394
18,45,0.63103,0.99982,0.019208,0.002592
18,45,0.63034,0.99982,0.018917,0.0026907
18,45,0.63024,0.99982,0.01912,0.0026017
18,45,0.62971,0.99981,0.018854,0.0026485
18,45,0.6298,0.99982,0.019172,0.0027323
18,45,0.62884,0.99981,0.018936,0.0025757
18,45,0.62891,0.99982,0.01905,0.0026605
18,45,0.62885,0.99981,0.018939,0.0025885
18,45,0.62867,0.99982,0.019051,0.002738
18,45,0.6293,0.99981,0.019066,0.0024534
18,45,0.62835,0.99982,0.018859,0.002574
18,45,0.62886,0.99981,0.019007,0.0025438
18,45,0.62906,0.99982,0.018991,0.0024782
18,45,0.62819,0.99982,0.018995,0.0027173
18,45,0.6278,0.99982,0.018865,0.0025565
18,45,0.62831,0.99982,0.019141,0.002544
18,45,0.62723,0.99982,0.018787,0.0025917
18,45,0.62832,0.99982,0.019029,0.0025794
18,45,0.62742,0.99982,0.018833,0.0025997
18,45,0.62839,0.99982,0.019059,0.002531
18,45,0.62824,0.99982,0.018866,0.0026186
18,45,0.6281,0.99982,0.01909,0.0026197
18,45,0.62728,0.99982,0.018776,0.0025779
18,45,0.6283,0.99982,0.019082,0.0025795
18,45,0.62981,0.99979,0.019373,0.0044234
18,45,0.62818,0.99982,0.018978,0.0025732
18,45,0.62825,0.99981,0.018847,0.0025514
18,45,0.62777,0.99982,0.01906,0.0025611
18,45,0.62876,0.99981,0.018973,0.0025326
18,45,0.62836,0.99982,0.018987,0.0024941
18,45,0.62867,0.99981,0.018942,0.0025405
18,45,0.62861,0.99982,0.019013,0.0025245
18,45,0.62849,0.99982,0.018991,0.0024499
18,45,0.62825,0.99982,0.018866,0.0025356
18,45,0.62885,0.99982,0.019043,0.002418
18,45,0.64243,0.99982,0.018714,0.0027373
18,45,0.6428,0.99981,0.019029,0.002831
18,45,0.6428,0.99982,0.018973,0.0027533
18,45,0.64259,0.99982,0.018953,0.0027992
18,45,0.64186,0.99982,0.018848,0.0027544
18,45,0.64228,0.99982,0.019053,0.0027539
18,45,0.64106,0.99982,0.01892,0.0027479
18,45,0.64144,0.99982,0.019021,0.0028088
18,45,0.64007,0.99982,0.018769,0.0027199
18,45,0.64099,0.99982,0.019102,0.0027279
18,45,0.64108,0.99981,0.018895,0.0026526
18,45,0.64161,0.99982,0.019026,0.0028335
18,45,0.64153,0.99981,0.018901,0.0027166
18,45,0.64255,0.99982,0.019032,0.0027194
18,45,0.64156,0.99981,0.018845,0.0026014
18,45,0.64211,0.99982,0.018941,0.0027366
18,45,0.64109,0.99981,0.018966,0.0025744
18,45,0.641,0.99982,0.018859,0.0028062
18,45,0.64066,0.99982,0.018906,0.0026362
18,45,0.64077,0.99982,0.018721,0.0026578
18,45,0.64127,0.99982,0.018983,0.0026604
18,45,0.64088,0.99982,0.018794,0.0026017
18,45,0.64098,0.99982,0.0189,0.0027125
18,45,0.64106,0.99982,0.018858,0.0024991
18,45,0.64013,0.99982,0.018867,0.0026345
18,45,0.63865,0.99982,0.018736,0.0025007
18,45,0.63974,0.99982,0.018963,0.0025553
18,45,0.63796,0.99982,0.018775,0.0025155
18,45,0.63804,0.99982,0.018967,0.0026202
18,45,0.63846,0.99982,0.018647,0.0025477
18,45,0.63891,0.99982,0.018918,0.0028146
18,45,0.63855,0.99982,0.01859,0.0026514
18,45,0.6382,0.99982,0.018831,0.0026691
18,45,0.63808,0.99982,0.01867,0.0025649
18,45,0.63829,0.99982,0.018857,0.0026835
18,45,0.63814,0.99982,0.018619,0.0025773
18,45,0.63761,0.99982,0.018796,0.0026347
18,45,0.63792,0.99982,0.018702,0.0025838
18,45,0.63675,0.99982,0.018766,0.00259
18,45,0.63651,0.99982,0.01873,0.0026066
18,45,0.6361,0.99983,0.01853,0.0026362
18,45,0.63616,0.99982,0.01876,0.0026333
18,45,0.63633,0.99982,0.018599,0.0026784
18,45,0.63716,0.99982,0.018799,0.0025526
18,45,0.63666,0.99982,0.018583,0.0026649
18,45,0.63753,0.99982,0.018915,0.0027362
18,45,0.63695,0.99982,0.018697,0.0026611
18,45,0.63713,0.99982,0.018807,0.0026026
18,45,0.63674,0.99982,0.018661,0.0024819
18,45,0.63722,0.99982,0.018751,0.002652
18,45,0.636,0.99982,0.018692,0.0024849
18,45,0.63713,0.99982,0.018671,0.0026472
18,45,0.63599,0.99982,0.018686,0.0024821
18,45,0.63692,0.99982,0.018667,0.0025502
18,45,0.63625,0.99982,0.018749,0.0024815
18,45,0.63531,0.99982,0.018601,0.0024899
18,45,0.6356,0.99982,0.018986,0.0025391
18,45,0.63933,0.99983,0.018343,0.0028928
18,45,0.63778,0.99982,0.018679,0.0029818
18,45,0.63854,0.99982,0.018854,0.002876
18,45,0.63667,0.99982,0.018608,0.0030099
18,45,0.63724,0.99982,0.018778,0.0029118
18,45,0.63689,0.99982,0.018637,0.0029554
18,45,0.63681,0.99982,0.018747,0.0029885
18,45,0.63703,0.99982,0.01883,0.0029161
18,45,0.63583,0.99982,0.018594,0.0031081
18,45,0.64311,0.99982,0.018952,0.0028415
18,45,0.64139,0.99982,0.01852,0.0030653
18,45,0.6417,0.99982,0.018767,0.0030107
18,45,0.64124,0.99982,0.018553,0.0030236
18,45,0.64172,0.99982,0.01881,0.0030854
18,45,0.64153,0.99982,0.018712,0.0030621
18,45,0.64095,0.99982,0.018679,0.002992
18,45,0.64112,0.99982,0.018799,0.0031313
18,45,0.64012,0.99982,0.018555,0.0029477
18,45,0.64066,0.99982,0.018886,0.0030998
18,45,0.63994,0.99982,0.018696,0.0030602
18,45,0.63979,0.99982,0.019044,0.0028723
18,45,0.63953,0.99982,0.018799,0.0030736
18,45,0.64045,0.99982,0.018668,0.0029399
18,45,0.64078,0.99982,0.018853,0.0029437
18,45,0.64051,0.99982,0.018644,0.002955
18,45,0.64053,0.99982,0.018861,0.0028514
18,45,0.6396,0.99982,0.018628,0.0028856
18,45,0.63965,0.99983,0.018734,0.0028152
18,45,0.63932,0.99982,0.018579,0.0027731
18,45,0.63887,0.99983,0.01855,0.0028204
18,45,0.63923,0.99982,0.018719,0.0027909
18,45,0.63773,0.99983,0.018517,0.0029846
18,45,0.63774,0.99982,0.018696,0.0028778
18,45,0.63733,0.99982,0.018538,0.0027684
18,45,0.6369,0.99983,0.018884,0.0029037
18,45,0.63668,0.99982,0.018496,0.0028752
18,45,0.63593,0.99983,0.018648,0.0028898
18,45,0.63657,0.99982,0.018705,0.0029681
18,45,0.63549,0.99982,0.018542,0.0028855
18,45,0.63586,0.99983,0.018627,0.0028122
18,45,0.63551,0.99982,0.018488,0.0029682
18,45,0.63596,0.99983,0.01852,0.0028545
18,45,0.63642,0.99982,0.018599,0.0028879
18,45,0.63583,0.99983,0.018437,0.0028991
18,45,0.63579,0.99982,0.018733,0.0026714
18,45,0.63621,0.99982,0.018421,0.002836
18,45,0.63618,0.99983,0.018682,0.0027221
18,45,0.63605,0.99982,0.018444,0.0027025
18,45,0.63583,0.99983,0.01859,0.0027654
18,45,0.63594,0.99982,0.018442,0.0026486
18,45,0.63482,0.99983,0.018516,0.0027341
18,45,0.63539,0.99982,0.018532,0.002642
18,45,0.63476,0.99983,0.018465,0.0026801
18,45,0.63543,0.99982,0.018736,0.002565
18,45,0.63372,0.99982,0.018528,0.0027185
18,45,0.63874,0.99982,0.018804,0.0030534
18,45,0.63874,0.99982,0.018535,0.0029071
18,45,0.62963,0.99982,0.018629,0.0030579
18,45,0.62784,0.99982,0.018434,0.0031163
18,45,0.62813,0.99983,0.018712,0.0030558
18,45,0.62727,0.99982,0.018578,0.0030955
18,45,0.62742,0.99983,0.018564,0.0030441
18,45,0.6261,0.99982,0.018452,0.0030772
18,45,0.62593,0.99982,0.018584,0.0032129
18,45,0.62793,0.99982,0.018715,0.0030759
18,45,0.62669,0.99982,0.018542,0.0029903
18,45,0.63418,0.99983,0.018756,0.0030158
18,45,0.63445,0.99982,0.018532,0.0029128
18,45,0.63307,0.99983,0.01871,0.0030044
18,45,0.63383,0.99982,0.018587,0.0029526
18,45,0.62973,0.99983,0.018248,0.0028854
18,45,0.63182,0.99982,0.018582,0.0030084
18,45,0.63188,0.99983,0.018447,0.0028514
18,45,0.63397,0.99982,0.018726,0.0029228
18,45,0.63214,0.99982,0.018616,0.0029444
18,45,0.63308,0.99983,0.018641,0.0029384
18,45,0.63234,0.99982,0.018381,0.0027842
18,45,0.63005,0.99983,0.018475,0.002852
18,45,0.63076,0.99982,0.018481,0.0028708
18,45,0.63024,0.99983,0.018527,0.0027944
18,45,0.63042,0.99982,0.018537,0.002938
18,45,0.62904,0.99983,0.018286,0.0028991
18,45,0.62953,0.99983,0.018597,0.0029185
18,45,0.62891,0.99982,0.018312,0.0028393
18,45,0.6291,0.99983,0.018633,0.0028498
18,45,0.62848,0.99983,0.018372,0.003014
18,45,0.62788,0.99983,0.018352,0.0028513
18,45,0.62799,0.99982,0.018472,0.0029829
18,45,0.62699,0.99983,0.018245,0.0028493
18,45,0.6278,0.99983,0.018534,0.0028458
18,45,0.62707,0.99983,0.018412,0.0029452
18,45,0.63045,0.99983,0.018474,0.0027621
18,45,0.62966,0.99982,0.01837,0.0027335
18,45,0.63053,0.99983,0.018373,0.0029282
18,45,0.62969,0.99982,0.018366,0.0028256
18,45,0.62987,0.99983,0.018321,0.0028489
18,45,0.63104,0.99983,0.01858,0.0027554
18,45,0.63042,0.99983,0.018281,0.0026646
18,45,0.63035,0.99983,0.018635,0.002896
18,45,0.63098,0.99983,0.018214,0.0026916
18,45,0.63043,0.99983,0.018412,0.0027492
18,45,0.62537,0.99983,0.018174,0.0027753
18,45,0.62495,0.99983,0.018396,0.0026802
18,45,0.62371,0.99982,0.01843,0.0027773
18,45,0.62476,0.99983,0.018365,0.002627
18,45,0.62507,0.99983,0.018447,0.0028421
18,45,0.62501,0.99983,0.018352,0.0026037
18,45,0.62473,0.99983,0.018477,0.0028432
18,45,0.64167,0.99982,0.018519,0.0028515
18,45,0.64194,0.99983,0.018557,0.0027348
18,45,0.64191,0.99982,0.018464,0.0028805
18,45,0.642,0.99983,0.018497,0.0026805
18,45,0.64247,0.9998,0.019344,0.0039607
18,45,0.64234,0.99983,0.018527,0.0027204
18,45,0.64124,0.99982,0.018451,0.0029075
18,45,0.64057,0.99983,0.018378,0.0026911
18,45,0.64103,0.99982,0.01865,0.0027836
18,45,0.64073,0.99983,0.018473,0.0027552
18,45,0.64156,0.99983,0.018634,0.0027635
18,45,0.64019,0.99982,0.018356,0.0027779
18,45,0.64025,0.99983,0.018699,0.0027804
18,45,0.63985,0.99982,0.018421,0.0027405
18,45,0.63982,0.99983,0.018532,0.0028247
18,45,0.63991,0.99982,0.01844,0.0027727
18,45,0.63989,0.99983,0.01863,0.0027363
18,45,0.64017,0.99982,0.018399,0.0027537
18,45,0.63875,0.99983,0.01847,0.0027316
18,45,0.6393,0.99982,0.018413,0.002682
18,45,0.63895,0.99983,0.01857,0.0025805
18,45,0.6394,0.99983,0.018172,0.0026991
18,45,0.63718,0.99983,0.018432,0.0027051
18,45,0.63772,0.99982,0.018425,0.0027021
18,45,0.63709,0.99983,0.018377,0.0026696
18,45,0.63674,0.99983,0.018412,0.0025692
18,45,0.63657,0.99983,0.018262,0.002743
18,45,0.63628,0.99983,0.018626,0.0024168
18,45,0.63617,0.99983,0.018301,0.0026994
18,45,0.63619,0.99983,0.01847,0.0025675
18,45,0.63555,0.99983,0.018193,0.0027752
18,45,0.63622,0.99983,0.018433,0.0025843
18,45,0.63534,0.99983,0.018256,0.0027248
18,45,0.63572,0.99983,0.018409,0.0026245
18,45,0.63412,0.99983,0.018228,0.0027679
18,45,0.63348,0.99983,0.018339,0.0027564
18,45,0.63421,0.99983,0.018336,0.0027505
18,45,0.63442,0.99983,0.018161,0.002854
18,45,0.63452,0.99983,0.018383,0.0027127
18,45,0.63389,0.99983,0.018162,0.0028325
18,45,0.63352,0.99983,0.018395,0.0027546
18,45,0.63331,0.99983,0.018096,0.0029022
18,45,0.6325,0.99983,0.018386,0.0029747
18,45,0.63299,0.99983,0.018248,0.0029421
18,45,0.63224,0.99983,0.018222,0.0027787
18,45,0.63317,0.99983,0.018411,0.0029732
